symbol,breakout_date,b_obv_-3,b_obv_-2,b_obv_-1,b_obv_+0,b_obv_+1,b_obv_+2,b_obv_+3,p_obv_-3,p_obv_-2,p_obv_-1,p_obv_+0,p_obv_+1,p_obv_+2
SNT-USD,2025-04-08,10412989522.0,10402502452.0,10419121448.0,10378461717.0,10407339666.0,10594649690.0,10520081175.0,10412989522.0,10402502452.0,10419121448.0,10378461717.0,10407339666.0,10594649690.0
SNT-USD,2025-04-13,10594649690.0,10520081175.0,10506123595.0,10497264982.0,10486850840.0,10587101896.0,10807691124.0,10594649690.0,10520081175.0,10506123595.0,10497264982.0,10486850840.0,10587101896.0
SNT-USD,2025-05-25,10975099181.0,10960283575.0,10980667539.0,10966263280.0,10987804032.0,11041357024.0,11116428744.0,10975099181.0,10960283575.0,10980667539.0,10966263280.0,10987804032.0,11041357024.0
SNX-USD,2020-01-11,-984580.0,-2635945.0,-2507988.0,-2874063.0,-2710277.0,-2299569.0,-1996451.0,-984580.0,-2635945.0,-2507988.0,-2874063.0,-2710277.0,-2299569.0
SNX-USD,2020-06-21,26440698.0,32887515.0,40816062.0,46934890.0,54311724.0,59110352.0,69557111.0,26440698.0,32887515.0,40816062.0,46934890.0,54311724.0,59110352.0
SNX-USD,2020-06-29,69067665.0,64120657.0,69997840.0,78045110.0,84938316.0,100471764.0,114820424.0,69067665.0,64120657.0,69997840.0,78045110.0,84938316.0,100471764.0
SNX-USD,2020-08-09,217553276.0,183152023.0,214525281.0,182177524.0,225282850.0,276591364.0,361486000.0,217553276.0,183152023.0,214525281.0,182177524.0,225282850.0,276591364.0
SNX-USD,2020-09-08,176907374.0,305297120.0,174315570.0,63411429.0,163858637.0,283418469.0,382287110.0,176907374.0,305297120.0,174315570.0,63411429.0,163858637.0,283418469.0
SNX-USD,2020-09-23,204566098.0,117348322.0,171352447.0,123867646.0,184566302.0,269405192.0,323411751.0,204566098.0,117348322.0,171352447.0,123867646.0,184566302.0,269405192.0
SNX-USD,2020-11-03,-345012183.0,-374230641.0,-409636197.0,-435307793.0,-405688716.0,-354541604.0,-284466814.0,-345012183.0,-374230641.0,-409636197.0,-435307793.0,-405688716.0,-354541604.0
SNX-USD,2020-12-31,835068958.0,723220651.0,627511222.0,532874161.0,668589016.0,559407319.0,714414676.0,835068958.0,723220651.0,627511222.0,532874161.0,668589016.0,559407319.0
SNX-USD,2021-01-21,2135811393.0,1897676072.0,2084265925.0,1845948491.0,2075101476.0,2252915473.0,2585984534.0,2135811393.0,1897676072.0,2084265925.0,1845948491.0,2075101476.0,2252915473.0
SNX-USD,2021-02-02,3014822864.0,2720611774.0,2939367866.0,2678763704.0,2887464244.0,3345433640.0,3900898495.0,3014822864.0,2720611774.0,2939367866.0,2678763704.0,2887464244.0,3345433640.0
SNX-USD,2021-07-02,3514037133.0,3570703676.0,3524165622.0,3557600332.0,3605246829.0,3722353214.0,4156546520.0,3514037133.0,3570703676.0,3524165622.0,3557600332.0,3605246829.0,3722353214.0
SNX-USD,2021-09-12,5445659074.0,5335765438.0,5397701938.0,5470395996.0,5715385586.0,6073045462.0,6428253395.0,5445659074.0,5335765438.0,5397701938.0,5470395996.0,5715385586.0,6073045462.0
SNX-USD,2022-03-06,4850562565.0,4808354148.0,4888706635.0,4837116232.0,4903923982.0,5007033508.0,5205580640.0,4850562565.0,4808354148.0,4888706635.0,4837116232.0,4903923982.0,5007033508.0
SNX-USD,2022-03-29,5675472875.0,5762089932.0,5626365033.0,5768631001.0,6032077460.0,6351523562.0,6760858021.0,5675472875.0,5762089932.0,5626365033.0,5768631001.0,6032077460.0,6351523562.0
SNX-USD,2022-04-17,6481363628.0,6591434537.0,6535648626.0,6485879508.0,6544245873.0,6716309519.0,7066980895.0,6481363628.0,6591434537.0,6535648626.0,6485879508.0,6544245873.0,6716309519.0
SNX-USD,2022-05-27,6886735592.0,6830474371.0,6766133100.0,6845557057.0,6893081111.0,6939983287.0,7042334016.0,6886735592.0,6830474371.0,6766133100.0,6845557057.0,6893081111.0,6939983287.0
SNX-USD,2022-06-17,6515872503.0,6554290657.0,6526690482.0,6504055947.0,6478196246.0,6574206236.0,7140095747.0,6515872503.0,6554290657.0,6526690482.0,6504055947.0,6478196246.0,6574206236.0
SNX-USD,2022-07-25,6478385293.0,6559094060.0,6686860485.0,6573174652.0,6493038574.0,6620647609.0,6900320339.0,6478385293.0,6559094060.0,6686860485.0,6573174652.0,6493038574.0,6620647609.0
SNX-USD,2023-03-10,7029984195.0,6949545427.0,6866661700.0,6784146102.0,6697932201.0,6782081627.0,7053630438.0,7029984195.0,6949545427.0,6866661700.0,6784146102.0,6697932201.0,6782081627.0
SNX-USD,2023-07-11,7091043920.0,7077522223.0,7048149920.0,7032728663.0,7051472912.0,7085370162.0,7508534170.0,7091043920.0,7077522223.0,7048149920.0,7032728663.0,7051472912.0,7085370162.0
SNX-USD,2025-05-07,9236916571.0,9212620751.0,9191568672.0,9211319838.0,9237321686.0,9267809573.0,9297831493.0,9236916571.0,9212620751.0,9191568672.0,9211319838.0,9237321686.0,9267809573.0
SOL-USD,2020-07-23,-90468048.0,-86168546.0,-80873544.0,-77903121.0,-79894884.0,-69916605.0,-59453475.0,-90468048.0,-86168546.0,-80873544.0,-77903121.0,-79894884.0,-69916605.0
SOL-USD,2020-08-05,-24243805.0,-18407769.0,-12912104.0,-18317868.0,-7174311.0,-15242413.0,-4323184.0,-24243805.0,-18407769.0,-12912104.0,-18317868.0,-7174311.0,-15242413.0
SOL-USD,2020-08-09,-7174311.0,-15242413.0,-4323184.0,7784653.0,30647904.0,67004059.0,95465766.0,-7174311.0,-15242413.0,-4323184.0,7784653.0,30647904.0,67004059.0
SOL-USD,2020-09-08,59924034.0,80299924.0,63164911.0,53001186.0,105355728.0,74177853.0,57087226.0,59924034.0,80299924.0,63164911.0,53001186.0,105355728.0,74177853.0
SOL-USD,2020-11-03,5772358.0,12649915.0,6283569.0,-253408.0,-11659724.0,-2735592.0,19811905.0,5772358.0,12649915.0,6283569.0,-253408.0,-11659724.0,-2735592.0
SOL-USD,2020-12-31,54278784.0,80634043.0,67970427.0,55207167.0,80929716.0,49258652.0,104332074.0,54278784.0,80634043.0,67970427.0,55207167.0,80929716.0,49258652.0
SOL-USD,2021-01-05,49258652.0,104332074.0,164287479.0,113732272.0,63468297.0,223338575.0,429750729.0,49258652.0,104332074.0,164287479.0,113732272.0,63468297.0,223338575.0
SOL-USD,2021-01-31,732688046.0,776741197.0,830119395.0,908495662.0,947857291.0,1046613253.0,1095999580.0,732688046.0,776741197.0,830119395.0,908495662.0,947857291.0,1046613253.0
SOL-USD,2021-02-07,1204249062.0,1297141219.0,1194775725.0,1300226828.0,1455481089.0,1334443216.0,1455123118.0,1204249062.0,1297141219.0,1194775725.0,1300226828.0,1455481089.0,1334443216.0
SOL-USD,2021-02-16,1508789862.0,1602290285.0,1712144920.0,1640519715.0,1550571137.0,1627877907.0,1889053618.0,1508789862.0,1602290285.0,1712144920.0,1640519715.0,1550571137.0,1627877907.0
SOL-USD,2021-02-20,1550571137.0,1627877907.0,1889053618.0,1748788808.0,1886531174.0,2460667415.0,2945920261.0,1550571137.0,1627877907.0,1889053618.0,1748788808.0,1886531174.0,2460667415.0
SOL-USD,2021-03-25,2728293391.0,2621512729.0,2502699039.0,2386421096.0,2536408415.0,2760281002.0,3186401064.0,2728293391.0,2621512729.0,2502699039.0,2386421096.0,2536408415.0,2760281002.0
SOL-USD,2021-05-23,7400120387.0,5630358359.0,4551606608.0,2625774267.0,3972560290.0,3063089985.0,4133081350.0,7400120387.0,5630358359.0,4551606608.0,2625774267.0,3972560290.0,3063089985.0
SOL-USD,2021-07-28,10063014370.0,10806688172.0,10431088622.0,10115405996.0,10563415567.0,11181245766.0,11768413947.0,10063014370.0,10806688172.0,10431088622.0,10115405996.0,10563415567.0,11181245766.0
SOL-USD,2021-08-12,12426473414.0,12878954113.0,13386934220.0,12859100416.0,13400994941.0,13037160684.0,14485817248.0,12426473414.0,12878954113.0,13386934220.0,12859100416.0,13400994941.0,13037160684.0
SOL-USD,2021-08-25,28666131471.0,30038265716.0,27884654049.0,29435894815.0,32148945353.0,35412933639.0,37993014142.0,28666131471.0,30038265716.0,27884654049.0,29435894815.0,32148945353.0,35412933639.0
SOL-USD,2021-08-31,37993014142.0,36162670051.0,41436774216.0,33845880194.0,37820324090.0,42894723693.0,50421097530.0,37993014142.0,36162670051.0,41436774216.0,33845880194.0,37820324090.0,42894723693.0
SOL-USD,2021-09-05,42894723693.0,50421097530.0,46450674566.0,49447592671.0,55221683359.0,72290326775.0,85477540381.0,42894723693.0,50421097530.0,46450674566.0,49447592671.0,55221683359.0,72290326775.0
SOL-USD,2022-05-12,41539598563.0,45216611629.0,40783800071.0,36312632916.0,39166843348.0,41208981885.0,43052817463.0,41539598563.0,45216611629.0,40783800071.0,36312632916.0,39166843348.0,41208981885.0
SOL-USD,2022-12-31,24230230731.0,23457730554.0,24294761202.0,24580519775.0,24774740939.0,25333311063.0,26482566444.0,24230230731.0,23457730554.0,24294761202.0,24580519775.0,24774740939.0,25333311063.0
SOL-USD,2023-01-11,27902981513.0,29932254121.0,29098845780.0,29729451862.0,30614171646.0,31651422822.0,35051106857.0,27902981513.0,29932254121.0,29098845780.0,29729451862.0,30614171646.0,31651422822.0
SOL-USD,2023-11-07,40618050946.0,39733195668.0,40743654756.0,42523841915.0,43533019352.0,46363789771.0,50158994409.0,40618050946.0,39733195668.0,40743654756.0,42523841915.0,43533019352.0,46363789771.0
SOL-USD,2023-12-19,58548420903.0,56996040231.0,59277905405.0,57377030000.0,61122768278.0,65834261719.0,71118465714.0,58548420903.0,56996040231.0,59277905405.0,57377030000.0,61122768278.0,65834261719.0
SOLO-USD,2020-04-21,6016666.0,8766341.0,5418622.0,273706.0,2723102.0,9884841.0,14518161.0,6016666.0,8766341.0,5418622.0,273706.0,2723102.0,9884841.0
SOLO-USD,2020-06-29,-1880754.0,-3387959.0,-6381360.0,-3809028.0,-5685578.0,-7947478.0,-3929655.0,-1880754.0,-3387959.0,-6381360.0,-3809028.0,-5685578.0,-7947478.0
SOLO-USD,2020-12-15,173654204.0,174143226.0,174428550.0,174274270.0,175362846.0,176723789.0,179512643.0,173654204.0,174143226.0,174428550.0,174274270.0,175362846.0,176723789.0
SOLO-USD,2021-01-05,182310224.0,183524840.0,184906091.0,183546702.0,185201939.0,191787670.0,197468682.0,182310224.0,183524840.0,184906091.0,183546702.0,185201939.0,191787670.0
SOLO-USD,2021-01-30,197777357.0,198335126.0,199687766.0,199426832.0,202776898.0,212360304.0,208388966.0,197777357.0,198335126.0,199687766.0,199426832.0,202776898.0,212360304.0
SOLO-USD,2021-02-04,212360304.0,208388966.0,207589738.0,207342279.0,208766300.0,208121890.0,208939681.0,212360304.0,208388966.0,207589738.0,207342279.0,208766300.0,208121890.0
SOLO-USD,2021-10-26,215121025.0,214939678.0,214818963.0,214505429.0,214194256.0,214417119.0,215118557.0,215121025.0,214939678.0,214818963.0,214505429.0,214194256.0,214417119.0
SOLO-USD,2021-10-30,214194256.0,214417119.0,215118557.0,215683437.0,216559663.0,217153720.0,217399886.0,214194256.0,214417119.0,215118557.0,215683437.0,216559663.0,217153720.0
SOLO-USD,2021-11-03,216559663.0,217153720.0,217399886.0,218056048.0,219189362.0,218564075.0,218203369.0,216559663.0,217153720.0,217399886.0,218056048.0,219189362.0,218564075.0
SOLO-USD,2021-11-08,218564075.0,218203369.0,218944489.0,219830167.0,220815461.0,221768831.0,222455641.0,218564075.0,218203369.0,218944489.0,219830167.0,220815461.0,221768831.0
SOLO-USD,2021-11-23,231261596.0,230667574.0,229929926.0,230615069.0,229871514.0,230891032.0,233299475.0,231261596.0,230667574.0,229929926.0,230615069.0,229871514.0,230891032.0
SOLO-USD,2021-11-28,230891032.0,233299475.0,231805299.0,233321231.0,235077549.0,237176422.0,241439346.0,230891032.0,233299475.0,231805299.0,233321231.0,235077549.0,237176422.0
SOLO-USD,2021-12-31,212294682.0,210881842.0,209824001.0,208888742.0,209693937.0,210299038.0,211517108.0,212294682.0,210881842.0,209824001.0,208888742.0,209693937.0,210299038.0
SOLO-USD,2022-02-03,202162285.0,201354483.0,200706145.0,200154360.0,201485044.0,200745107.0,201155519.0,202162285.0,201354483.0,200706145.0,200154360.0,201485044.0,200745107.0
SOLO-USD,2022-04-01,174045565.0,173270655.0,179142878.0,184602429.0,187556696.0,191646913.0,197503259.0,174045565.0,173270655.0,179142878.0,184602429.0,187556696.0,191646913.0
SOLO-USD,2022-10-04,144805425.0,143972696.0,143459098.0,144279639.0,146233952.0,147345412.0,149805761.0,144805425.0,143972696.0,143459098.0,144279639.0,146233952.0,147345412.0
SOLO-USD,2022-10-08,146233952.0,147345412.0,149805761.0,154035691.0,157818124.0,154047639.0,159090921.0,146233952.0,147345412.0,149805761.0,154035691.0,157818124.0,154047639.0
SOLO-USD,2022-12-21,150452628.0,149499510.0,150105194.0,150866183.0,152265583.0,151045855.0,152651045.0,150452628.0,149499510.0,150105194.0,150866183.0,152265583.0,151045855.0
SOLO-USD,2023-02-27,154068530.0,154814401.0,155465302.0,156365803.0,157589979.0,158796684.0,160659291.0,154068530.0,154814401.0,155465302.0,156365803.0,157589979.0,158796684.0
SOLO-USD,2023-03-20,159544208.0,158620595.0,159466829.0,158363286.0,160309391.0,158662770.0,160207830.0,159544208.0,158620595.0,159466829.0,158363286.0,160309391.0,158662770.0
SOLO-USD,2023-07-10,149845235.0,150110697.0,149929795.0,149642604.0,149954243.0,150290261.0,152026840.0,149845235.0,150110697.0,149929795.0,149642604.0,149954243.0,150290261.0
SOLO-USD,2023-10-20,143647781.0,144327783.0,145044790.0,145754685.0,146429803.0,147052377.0,148050615.0,143647781.0,144327783.0,145044790.0,145754685.0,146429803.0,147052377.0
SOLO-USD,2023-12-16,152706563.0,154208081.0,155786195.0,154794726.0,156564277.0,158118819.0,159650731.0,152706563.0,154208081.0,155786195.0,154794726.0,156564277.0,158118819.0
SOLO-USD,2024-11-12,265721293.0,265319316.0,265733321.0,265156727.0,265654196.0,266264537.0,269734811.0,265721293.0,265319316.0,265733321.0,265156727.0,265654196.0,266264537.0
SOLO-USD,2024-11-19,307557036.0,298176757.0,304779397.0,299588247.0,303249467.0,310579991.0,376507571.0,307557036.0,298176757.0,304779397.0,299588247.0,303249467.0,310579991.0
SOLO-USD,2024-12-30,316959658.0,315190806.0,314209870.0,315630437.0,318158807.0,321161101.0,329209222.0,316959658.0,315190806.0,314209870.0,315630437.0,318158807.0,321161101.0
SOLO-USD,2025-02-07,324146896.0,322520604.0,320923695.0,322721845.0,321673119.0,323987260.0,326999972.0,324146896.0,322520604.0,320923695.0,322721845.0,321673119.0,323987260.0
STRK-USD,2021-04-11,-126075193.0,-125992352.0,-126118451.0,-126730928.0,-125031794.0,-125330662.0,-125047206.0,-126075193.0,-125992352.0,-126118451.0,-126730928.0,-125031794.0,-125330662.0
STRK-USD,2021-04-23,-125593664.0,-125683880.0,-126052391.0,-126320045.0,-126379450.0,-126329919.0,-125306502.0,-125593664.0,-125683880.0,-126052391.0,-126320045.0,-126379450.0,-126329919.0
STRK-USD,2021-05-19,-134807566.0,-135612776.0,-136323942.0,-137823819.0,-136052350.0,-133848623.0,-135164279.0,-134807566.0,-135612776.0,-136323942.0,-137823819.0,-136052350.0,-133848623.0
STRK-USD,2021-06-03,-135957455.0,-136563351.0,-135936930.0,-135239527.0,-135863215.0,-136693657.0,-130390329.0,-135957455.0,-136563351.0,-135936930.0,-135239527.0,-135863215.0,-136693657.0
STRK-USD,2021-07-23,-88704801.0,-82567360.0,-74545982.0,-68014871.0,-58919509.0,-36337730.0,1201178219.0,-88704801.0,-82567360.0,-74545982.0,-68014871.0,-58919509.0,-36337730.0
STRK-USD,2022-01-30,2267221439.0,2286573807.0,2291432954.0,2287738301.0,2284824701.0,2282287500.0,2876606337.0,2267221439.0,2286573807.0,2291432954.0,2287738301.0,2284824701.0,2282287500.0
STRK-USD,2022-02-19,2547332407.0,2542474436.0,2549157594.0,2546056185.0,3022445932.0,3551787255.0,3844490675.0,2547332407.0,2542474436.0,2549157594.0,2546056185.0,3022445932.0,3551787255.0
STRK-USD,2024-08-07,7189428604.0,7186826830.0,7188679151.0,7190346831.0,7191775206.0,7194355477.0,7236897494.0,7189428604.0,7186826830.0,7188679151.0,7190346831.0,7191775206.0,7194355477.0
STRK-USD,2025-01-05,7558308753.0,7555973067.0,7554322493.0,7558977301.0,7564584036.0,7562457401.0,8599933771.0,7558308753.0,7555973067.0,7554322493.0,7558977301.0,7564584036.0,7562457401.0
STRK-USD,2025-02-06,10045164885.0,10036053604.0,10040214854.0,10023847695.0,10020011914.0,10024140049.0,10374922703.0,10045164885.0,10036053604.0,10040214854.0,10023847695.0,10020011914.0,10024140049.0
STRK-USD,2025-03-26,10276296257.0,10277902238.0,10279513235.0,10278551797.0,10279801796.0,10278402826.0,10273430013.0,10276296257.0,10277902238.0,10279513235.0,10278551797.0,10279801796.0,10278402826.0
STX-USD,2020-02-03,1574206.0,1781702.0,1956628.0,2402328.0,3276314.0,2800509.0,12661665.0,1574206.0,1781702.0,1956628.0,2402328.0,3276314.0,2800509.0
STX-USD,2020-03-16,16196467.0,15626516.0,15239937.0,14783413.0,15227741.0,14994029.0,15556659.0,16196467.0,15626516.0,15239937.0,14783413.0,15227741.0,14994029.0
STX-USD,2020-09-05,66967670.0,63746213.0,66024436.0,63447200.0,65935079.0,70541676.0,77880176.0,66967670.0,63746213.0,66024436.0,63447200.0,65935079.0,70541676.0
STX-USD,2020-11-09,67043927.0,69106292.0,71809911.0,70444017.0,74018883.0,72359140.0,84890063.0,67043927.0,69106292.0,71809911.0,70444017.0,74018883.0,72359140.0
STX-USD,2020-12-24,79819808.0,80926647.0,78709312.0,81195746.0,85267224.0,86454967.0,110803758.0,79819808.0,80926647.0,78709312.0,81195746.0,85267224.0,86454967.0
STX-USD,2021-02-08,120565007.0,112304959.0,124234918.0,134693543.0,181073280.0,203156175.0,229416154.0,120565007.0,112304959.0,124234918.0,134693543.0,181073280.0,203156175.0
STX-USD,2021-02-21,264191395.0,283835012.0,261407844.0,279989866.0,254947779.0,302128509.0,471935573.0,264191395.0,283835012.0,261407844.0,279989866.0,254947779.0,302128509.0
STX-USD,2021-04-02,612330145.0,597823941.0,614756368.0,597421076.0,582625090.0,593124197.0,2382996190.0,612330145.0,597823941.0,614756368.0,597421076.0,582625090.0,593124197.0
STX-USD,2021-04-11,1961552280.0,2061998576.0,2012943307.0,1986725882.0,2055500457.0,2150914849.0,2287569328.0,1961552280.0,2061998576.0,2012943307.0,1986725882.0,2055500457.0,2150914849.0
STX-USD,2021-07-05,2017368345.0,2032925396.0,2053475219.0,2024741393.0,2068862434.0,2156000621.0,2464731256.0,2017368345.0,2032925396.0,2053475219.0,2024741393.0,2068862434.0,2156000621.0
STX-USD,2021-07-20,2747409318.0,2709324686.0,2680296070.0,2653750714.0,2702685838.0,2784129710.0,2870158302.0,2747409318.0,2709324686.0,2680296070.0,2653750714.0,2702685838.0,2784129710.0
STX-USD,2021-10-06,4782392405.0,4855803299.0,4813298992.0,4752531178.0,4788145908.0,4831778635.0,5179207103.0,4782392405.0,4855803299.0,4813298992.0,4752531178.0,4788145908.0,4831778635.0
STX-USD,2021-11-27,7945808986.0,7874890789.0,7784853136.0,7830840972.0,7887121802.0,8047614911.0,8819408841.0,7945808986.0,7874890789.0,7784853136.0,7830840972.0,7887121802.0,8047614911.0
STX-USD,2022-03-07,8953774280.0,8965511894.0,8949673168.0,8931875073.0,8945277838.0,8963925832.0,9582281332.0,8953774280.0,8965511894.0,8949673168.0,8931875073.0,8945277838.0,8963925832.0
STX-USD,2023-02-19,9721494904.0,9721510220.0,9721493737.0,9721480754.0,9721494887.0,9721511230.0,9721527568.0,9721494904.0,9721510220.0,9721493737.0,9721480754.0,9721494887.0,9721511230.0
STX-USD,2023-03-17,9721455830.0,9721472514.0,9721488591.0,9721471664.0,9721456129.0,9721475679.0,9721493290.0,9721455830.0,9721472514.0,9721488591.0,9721471664.0,9721456129.0,9721475679.0
STX-USD,2023-03-23,9721493290.0,9721473816.0,9721458852.0,9721443087.0,9721429124.0,9721444069.0,9721475319.0,9721493290.0,9721473816.0,9721458852.0,9721443087.0,9721429124.0,9721444069.0
STX-USD,2023-05-17,9721245010.0,9721234351.0,9721224254.0,9721208697.0,9721223217.0,9721240484.0,9721259800.0,9721245010.0,9721234351.0,9721224254.0,9721208697.0,9721223217.0,9721240484.0
STX-USD,2023-05-24,9721248097.0,9721275284.0,9721262477.0,9721233421.0,9721255355.0,9721243869.0,9721233676.0,9721248097.0,9721275284.0,9721262477.0,9721233421.0,9721255355.0,9721243869.0
STX-USD,2023-07-19,9721112790.0,9721102137.0,9721115166.0,9721125639.0,9721137344.0,9721150490.0,9721171227.0,9721112790.0,9721102137.0,9721115166.0,9721125639.0,9721137344.0,9721150490.0
STX-USD,2023-07-23,9721137344.0,9721150490.0,9721171227.0,9721151978.0,9721172091.0,9721191439.0,9721213854.0,9721137344.0,9721150490.0,9721171227.0,9721151978.0,9721172091.0,9721191439.0
STX-USD,2024-02-01,9714935899.0,9714973040.0,9715127821.0,9715098574.0,9715124390.0,9715104282.0,9715357288.0,9714935899.0,9714973040.0,9715127821.0,9715098574.0,9715124390.0,9715104282.0
STX-USD,2024-02-05,9715124390.0,9715104282.0,9715357288.0,9715301243.0,9715436549.0,9715389538.0,9715420861.0,9715124390.0,9715104282.0,9715357288.0,9715301243.0,9715436549.0,9715389538.0
STX-USD,2024-02-15,9715370773.0,9715341302.0,9715376626.0,9715345414.0,9715314142.0,9715342084.0,9715482737.0,9715370773.0,9715341302.0,9715376626.0,9715345414.0,9715314142.0,9715342084.0
STX-USD,2024-03-08,9715609459.0,9715581347.0,9715610485.0,9715574172.0,9715542597.0,9715577741.0,9715612543.0,9715609459.0,9715581347.0,9715610485.0,9715574172.0,9715542597.0,9715577741.0
STX-USD,2024-05-04,9715344147.0,9715358531.0,9715370421.0,9715353893.0,9715337967.0,9715352593.0,9715618784.0,9715344147.0,9715358531.0,9715370421.0,9715353893.0,9715337967.0,9715352593.0
STX-USD,2024-05-10,9715618784.0,9715554087.0,9715533213.0,9715552250.0,9715534553.0,9715557451.0,9715733371.0,9715618784.0,9715554087.0,9715533213.0,9715552250.0,9715534553.0,9715557451.0
STX-USD,2024-05-20,9715618187.0,9715596581.0,9715577619.0,9715572141.0,9715554405.0,9715535889.0,9715560196.0,9715618187.0,9715596581.0,9715577619.0,9715572141.0,9715554405.0,9715535889.0
STX-USD,2024-09-14,9715236295.0,9715236130.0,9715236426.0,9715236425.0,9715236888.0,9715236888.0,9715263764.0,9715236295.0,9715236130.0,9715236426.0,9715236425.0,9715236888.0,9715236888.0
STX-USD,2025-03-23,9715238598.0,9715238562.0,9715238573.0,9715238573.0,9715247185.0,9715250490.0,9715251966.0,9715238598.0,9715238562.0,9715238573.0,9715238573.0,9715247185.0,9715250490.0
STX-USD,2025-04-12,9715261183.0,9715234087.0,9715201867.0,9715146035.0,9715092117.0,9715035143.0,9715114934.0,9715261183.0,9715234087.0,9715201867.0,9715146035.0,9715092117.0,9715035143.0
SUN-USD,2021-08-12,285198408.0,294520431.0,313317684.0,293965622.0,309533454.0,333314537.0,748766584.0,285198408.0,294520431.0,313317684.0,293965622.0,309533454.0,333314537.0
SUN-USD,2022-09-29,2728608946.0,2748451432.0,2768065785.0,2791455665.0,2768003349.0,2759628960.0,2982233648.0,2728608946.0,2748451432.0,2768065785.0,2791455665.0,2768003349.0,2759628960.0
SUN-USD,2022-10-11,2863955999.0,2851517533.0,2913371235.0,2891888084.0,2856007694.0,2820635753.0,3054581736.0,2863955999.0,2851517533.0,2913371235.0,2891888084.0,2856007694.0,2820635753.0
SUN-USD,2024-03-03,3307786444.0,3352146495.0,3307447082.0,3261374193.0,3317688507.0,3470305098.0,3584280393.0,3307786444.0,3352146495.0,3307447082.0,3261374193.0,3317688507.0,3470305098.0
SUN-USD,2024-08-17,3251095693.0,3234848758.0,3306272271.0,3349667981.0,3325674453.0,3358448682.0,3535113225.0,3251095693.0,3234848758.0,3306272271.0,3349667981.0,3325674453.0,3358448682.0
SUN-USD,2024-08-21,3325674453.0,3358448682.0,3535113225.0,3796665979.0,4165671371.0,4613219127.0,5068425188.0,3325674453.0,3358448682.0,3535113225.0,3796665979.0,4165671371.0,4613219127.0
SUN-USD,2024-11-30,4299668003.0,4256657877.0,4300313213.0,4345385344.0,4393721457.0,4472288140.0,4730168516.0,4299668003.0,4256657877.0,4300313213.0,4345385344.0,4393721457.0,4472288140.0
SUSHI-USD,2020-11-10,-1645936343.0,-1621317273.0,-1645725522.0,-1617771129.0,-1572399840.0,-1535595939.0,-1446455572.0,-1645936343.0,-1621317273.0,-1645725522.0,-1617771129.0,-1572399840.0,-1535595939.0
SUSHI-USD,2020-11-18,-1111074965.0,-900294133.0,-764146481.0,-870493753.0,-613083316.0,-404207353.0,-258860115.0,-1111074965.0,-900294133.0,-764146481.0,-870493753.0,-613083316.0,-404207353.0
SUSHI-USD,2020-11-28,-826403696.0,-617700675.0,-446339054.0,-526013934.0,-462135606.0,-349362576.0,58991227.0,-826403696.0,-617700675.0,-446339054.0,-526013934.0,-462135606.0,-349362576.0
SUSHI-USD,2020-12-11,156530697.0,348474444.0,216150539.0,70951308.0,187964890.0,346121256.0,516537432.0,156530697.0,348474444.0,216150539.0,70951308.0,187964890.0,346121256.0
SUSHI-USD,2020-12-29,726509942.0,976808685.0,725926589.0,538246110.0,745808291.0,992360493.0,1386279988.0,726509942.0,976808685.0,725926589.0,538246110.0,745808291.0,992360493.0
SUSHI-USD,2021-01-11,3864920282.0,4412690493.0,4025147370.0,3510491273.0,4000001271.0,4554504843.0,5149317312.0,3864920282.0,4412690493.0,4025147370.0,3510491273.0,4000001271.0,4554504843.0
SUSHI-USD,2021-01-21,6625941764.0,6049451451.0,6676105617.0,6017450047.0,6632897202.0,7168257330.0,7891409401.0,6625941764.0,6049451451.0,6676105617.0,6017450047.0,6632897202.0,7168257330.0
SUSHI-USD,2021-01-27,7891409401.0,6873414697.0,7963961168.0,7152675829.0,8020230966.0,8854814872.0,9785505576.0,7891409401.0,6873414697.0,7963961168.0,7152675829.0,8020230966.0,8854814872.0
SUSHI-USD,2021-01-31,8020230966.0,8854814872.0,9785505576.0,8464128706.0,9729057332.0,8597478334.0,9626393052.0,8020230966.0,8854814872.0,9785505576.0,8464128706.0,9729057332.0,8597478334.0
SUSHI-USD,2021-04-24,3652772155.0,2937559371.0,2242718453.0,1954444272.0,2249129613.0,2634618727.0,3247229811.0,3652772155.0,2937559371.0,2242718453.0,1954444272.0,2249129613.0,2634618727.0
SUSHI-USD,2021-05-15,2306751849.0,3427531731.0,4601590489.0,3575601391.0,4392738625.0,3256623419.0,5377919622.0,2306751849.0,3427531731.0,4601590489.0,3575601391.0,4392738625.0,3256623419.0
SUSHI-USD,2021-05-23,4257363134.0,3042423060.0,2051724702.0,358201613.0,1594514961.0,2722626731.0,3718492797.0,4257363134.0,3042423060.0,2051724702.0,358201613.0,1594514961.0,2722626731.0
SUSHI-USD,2021-07-20,3081456619.0,2855730786.0,2638085266.0,2439943809.0,2669676335.0,3108015164.0,3501482138.0,3081456619.0,2855730786.0,2638085266.0,2439943809.0,2669676335.0,3108015164.0
SUSHI-USD,2021-09-13,5425071398.0,5605091079.0,5954550930.0,5503585028.0,6053553409.0,6978802685.0,5826265399.0,5425071398.0,5605091079.0,5954550930.0,5503585028.0,6053553409.0,6978802685.0
