symbol,breakout_date,b_vtp_-3,b_vtp_-2,b_vtp_-1,b_vtp_+0,b_vtp_+1,b_vtp_+2,b_vtp_+3,p_vtp_-3,p_vtp_-2,p_vtp_-1,p_vtp_+0,p_vtp_+1,p_vtp_+2
SOLO-USD,2023-10-20,5469390.7158763455,5849262.49985647,6192813.643992264,6400495.841362415,6492022.822206022,6394448.943251684,6518274.030017729,5469390.7158763455,5849262.49985647,6192813.643992264,6400495.841362415,6492022.822206022,6394448.943251684
SOLO-USD,2023-12-16,10378889.425762357,10538841.590136139,10693143.167148666,10053630.19437653,10322752.977542572,10153222.685429914,9855290.55443646,10378889.425762357,10538841.590136139,10693143.167148666,10053630.19437653,10322752.977542572,10153222.685429914
SOLO-USD,2024-11-12,3471049.0443387646,3632440.606229772,3780990.633398079,4227345.594117356,4414190.288611466,4725017.617442434,7457611.014724558,3471049.0443387646,3632440.606229772,3780990.633398079,4227345.594117356,4414190.288611466,4725017.617442434
SOLO-USD,2024-11-19,25777417.533756923,27434083.789927725,26368488.073646236,25419068.154221445,23109903.704050355,22342071.014297377,33661907.94950585,25777417.533756923,27434083.789927725,26368488.073646236,25419068.154221445,23109903.704050355,22342071.014297377
SOLO-USD,2024-12-30,10259893.575542986,9159801.58216656,7956779.929585496,7161100.878562488,7017720.765457263,6902171.020510237,8479861.958158389,10259893.575542986,9159801.58216656,7956779.929585496,7161100.878562488,7017720.765457263,6902171.020510237
SOLO-USD,2025-02-07,7245451.594326644,6834466.271407255,6498830.5571166035,6320315.789782908,5762802.488987125,5856871.812909036,6077052.090060814,7245451.594326644,6834466.271407255,6498830.5571166035,6320315.789782908,5762802.488987125,5856871.812909036
STRK-USD,2021-04-11,281275.7451679697,230435.48172817522,189041.92287811197,157152.98084432978,133552.49205376068,110220.86842722585,90987.81002113227,281275.7451679697,230435.48172817522,189041.92287811197,157152.98084432978,133552.49205376068,110220.86842722585
STRK-USD,2021-04-23,30216.216493022155,25047.811415266602,22034.128197516402,19250.096054881793,16041.369364393002,13354.642994227857,14007.305760960999,30216.216493022155,25047.811415266602,22034.128197516402,19250.096054881793,16041.369364393002,13354.642994227857
STRK-USD,2021-05-19,29302.756677588324,27500.42943211882,25623.572500572045,30349.360893462224,33174.06790790089,35562.74918015838,34427.005449977354,29302.756677588324,27500.42943211882,25623.572500572045,30349.360893462224,33174.06790790089,35562.74918015838
STRK-USD,2021-06-03,21065.75386185648,19940.93691869494,19037.661381888724,18540.670360514014,18020.572563163023,18620.49924123998,33067.564354911956,21065.75386185648,19940.93691869494,19037.661381888724,18540.670360514014,18020.572563163023,18620.49924123998
STRK-USD,2021-07-23,264424.73775569885,248009.28177845787,241462.39191661403,228690.59861096696,228949.13044182063,290019.5003007538,4087946.5341218784,264424.73775569885,248009.28177845787,241462.39191661403,228690.59861096696,228949.13044182063,290019.5003007538
STRK-USD,2022-01-30,127643.9685945193,228650.03490317496,217926.38345927704,201809.64053681053,183964.05100689898,166965.6900478197,2536068.320295408,127643.9685945193,228650.03490317496,217926.38345927704,201809.64053681053,183964.05100689898,166965.6900478197
STRK-USD,2022-02-19,775414.1551793286,660814.4093998512,576605.3489494639,488913.79969938856,2463276.319804432,4205748.607262993,4577034.492630245,775414.1551793286,660814.4093998512,576605.3489494639,488913.79969938856,2463276.319804432,4205748.607262993
STRK-USD,2024-08-07,623955.6184010435,608752.7893471969,564130.168151177,519451.4645237097,471454.34537830064,469084.4799712117,1509575.0791091635,623955.6184010435,608752.7893471969,564130.168151177,519451.4645237097,471454.34537830064,469084.4799712117
STRK-USD,2025-01-05,334873.0379782113,334886.9419207903,318228.1152846086,370840.2406600453,423735.4738646009,408149.8183800243,15815051.265398322,334873.0379782113,334886.9419207903,318228.1152846086,370840.2406600453,423735.4738646009,408149.8183800243
STRK-USD,2025-02-06,1941454.955074578,1786123.737692825,1543084.9104360882,1593538.9717651522,1384787.8265461228,1219372.4109599486,6227882.912362125,1941454.955074578,1786123.737692825,1543084.9104360882,1593538.9717651522,1384787.8265461228,1219372.4109599486
STRK-USD,2025-03-26,288029.3190739494,273242.6952542333,260957.832789659,248438.1906492406,232674.6580070185,225152.1016255476,308601.49932990025,288029.3190739494,273242.6952542333,260957.832789659,248438.1906492406,232674.6580070185,225152.1016255476
STX-USD,2020-02-03,2480752.896084597,2422315.5110897115,2311364.5050140363,2688482.956872819,3662128.109895928,3817883.0832394618,15165668.853770591,2480752.896084597,2422315.5110897115,2311364.5050140363,2688482.956872819,3662128.109895928,3817883.0832394618
STX-USD,2020-03-16,13051274.049852686,12164546.1174914,10976433.748844497,10398917.769742498,9711591.364054065,8584822.135529082,8251256.244347092,13051274.049852686,12164546.1174914,10976433.748844497,10398917.769742498,9711591.364054065,8584822.135529082
STX-USD,2020-09-05,12112001.266844206,13120806.79100528,12941391.041387692,13614822.223639319,13498602.22159954,15057838.991023835,18347201.621398322,12112001.266844206,13120806.79100528,12941391.041387692,13614822.223639319,13498602.22159954,15057838.991023835
STX-USD,2020-11-09,4147855.923975498,5579814.679173287,7135467.457076948,7172111.064432396,8863425.525496015,8789559.033174168,15418031.22086295,4147855.923975498,5579814.679173287,7135467.457076948,7172111.064432396,8863425.525496015,8789559.033174168
STX-USD,2020-12-24,7588504.793746806,6921612.189832683,7208982.5876298975,7502592.682929286,8581390.389408,7700263.706977812,16999963.86662285,7588504.793746806,6921612.189832683,7208982.5876298975,7502592.682929286,8581390.389408,7700263.706977812
STX-USD,2021-02-08,11747463.95010816,12980540.653153012,15235130.512875948,16426616.490288535,29223395.419063576,30948282.6029035,32709965.935286462,11747463.95010816,12980540.653153012,15235130.512875948,16426616.490288535,29223395.419063576,30948282.6029035
STX-USD,2021-02-21,22951722.225758366,23051851.917077754,24140841.240375336,23890297.6542086,25380841.679182082,30933384.2879504,53425466.31382176,22951722.225758366,23051851.917077754,24140841.240375336,23890297.6542086,25380841.679182082,30933384.2879504
STX-USD,2021-04-02,19090601.741551034,17783320.42472112,16990122.433889944,16481977.97698168,15887644.377539024,14642566.615215715,137955297.11846176,19090601.741551034,17783320.42472112,16990122.433889944,16481977.97698168,15887644.377539024,14642566.615215715
STX-USD,2021-04-11,113913546.23945118,102443213.08582619,88487135.29521929,74934072.57054955,67313579.03332949,62618340.32642515,60423728.67802796,113913546.23945118,102443213.08582619,88487135.29521929,74934072.57054955,67313579.03332949,62618340.32642515
STX-USD,2021-07-05,16702002.729151644,17003562.781733975,18280058.097443257,21393655.19817116,26676520.76068626,37993444.92965382,77174576.1877151,16702002.729151644,17003562.781733975,18280058.097443257,21393655.19817116,26676520.76068626,37993444.92965382
STX-USD,2021-07-20,79441587.83297451,71768391.22115368,64534891.32704915,58734440.07827762,57473039.862091154,61224067.42948544,63462589.08419706,79441587.83297451,71768391.22115368,64534891.32704915,58734440.07827762,57473039.862091154,61224067.42948544
STX-USD,2021-10-06,24663012.18935126,29582576.127747685,29671581.559717216,32279841.075924113,31060292.516160633,30930321.71444916,59294613.37596105,24663012.18935126,29582576.127747685,29671581.559717216,32279841.075924113,31060292.516160633,30930321.71444916
STX-USD,2021-11-27,46025315.52952049,44190557.865887925,45069853.46115201,41299087.95511227,39071735.47518931,45417632.76612849,87749766.20030078,46025315.52952049,44190557.865887925,45069853.46115201,41299087.95511227,39071735.47518931,45417632.76612849
STX-USD,2022-03-07,23049519.373552956,20740293.57140079,19636674.9806001,19146159.23502782,17967286.464384593,17712177.225830846,89748550.98657979,23049519.373552956,20740293.57140079,19636674.9806001,19146159.23502782,17967286.464384593,17712177.225830846
STX-USD,2023-02-19,6213188.723142222,6197408.980195603,6279038.420459979,6090765.612509897,5933662.953723203,5778200.629828551,5583437.063905874,6213188.723142222,6197408.980195603,6279038.420459979,6090765.612509897,5933662.953723203,5778200.629828551
STX-USD,2023-03-17,4930395.781966292,4985482.922941269,4985135.330490965,5052374.509683227,5033871.074993157,5000643.0035710195,4847336.956692776,4930395.781966292,4985482.922941269,4985135.330490965,5052374.509683227,5033871.074993157,5000643.0035710195
STX-USD,2023-03-23,4847336.956692776,4910700.7677412545,4789027.263124913,4741253.303344,4626771.223985417,4548604.581465593,4949290.48593708,4847336.956692776,4910700.7677412545,4789027.263124913,4741253.303344,4626771.223985417,4548604.581465593
STX-USD,2023-05-17,3373913.0967143853,3323355.5753365145,3270405.862078372,3539464.609331664,3555266.212492609,3671042.7141132187,3716387.379925712,3373913.0967143853,3323355.5753365145,3270405.862078372,3539464.609331664,3555266.212492609,3671042.7141132187
STX-USD,2023-05-24,3541108.2156650065,3905447.201470522,3753101.3446593108,4685793.9076104155,4672351.162335713,4279705.135021038,3912047.064718726,3541108.2156650065,3905447.201470522,3753101.3446593108,4685793.9076104155,4672351.162335713,4279705.135021038
STX-USD,2023-07-19,3598500.253858007,3528690.0751953293,3559713.429545711,3407728.6570629715,3311808.387203067,3261666.458178581,3365561.051775622,3598500.253858007,3528690.0751953293,3559713.429545711,3407728.6570629715,3311808.387203067,3261666.458178581
STX-USD,2023-07-23,3311808.387203067,3261666.458178581,3365561.051775622,3729607.9879775187,4042798.3861109074,4087921.1351631144,4200311.370135177,3311808.387203067,3261666.458178581,3365561.051775622,3729607.9879775187,4042798.3861109074,4087921.1351631144
STX-USD,2024-02-01,6476553.462306354,6646884.343012707,10179262.857620366,9270496.020814542,8378898.905235146,7629219.372460918,11191635.452954851,6476553.462306354,6646884.343012707,10179262.857620366,9270496.020814542,8378898.905235146,7629219.372460918
STX-USD,2024-02-05,8378898.905235146,7629219.372460918,11191635.452954851,10733947.8653724,10461347.136235641,9212559.361491641,7928399.639240768,8378898.905235146,7629219.372460918,11191635.452954851,10733947.8653724,10461347.136235641,9212559.361491641
STX-USD,2024-02-15,4870329.832049223,4525845.572473278,4350268.095101421,4131550.7471041745,3955498.0803030645,3750055.4712378574,4760140.68087589,4870329.832049223,4525845.572473278,4350268.095101421,4131550.7471041745,3955498.0803030645,3750055.4712378574
STX-USD,2024-03-08,2453673.0572831873,2429133.7150586937,2417351.1860957076,2527571.6556640374,2565449.207124058,2537834.8876663344,2480087.301836723,2453673.0572831873,2429133.7150586937,2417351.1860957076,2527571.6556640374,2565449.207124058,2537834.8876663344
STX-USD,2024-05-04,2552200.316516349,2488603.7471583355,2362344.0404658434,2393730.4685356664,2402690.8769459664,2352079.4880137066,5129406.122824734,2552200.316516349,2488603.7471583355,2362344.0404658434,2393730.4685356664,2402690.8769459664,2352079.4880137066
STX-USD,2024-05-10,5129406.122824734,5461227.452432085,4889272.297520614,4378264.407186369,3945094.0009430684,3617696.746617451,5319961.327768821,5129406.122824734,5461227.452432085,4889272.297520614,4378264.407186369,3945094.0009430684,3617696.746617451
STX-USD,2024-05-20,4343900.83211293,3853153.9333299813,3423941.083725939,2882945.434874935,2627680.0804083734,2432965.7629195354,2246972.083671984,4343900.83211293,3853153.9333299813,3423941.083725939,2882945.434874935,2627680.0804083734,2432965.7629195354
STX-USD,2024-09-14,10110.008581108115,14459.943851450415,21989.07069265307,18025.40852544384,29647.497889718332,24257.04372795136,701183.1705802316,10110.008581108115,14459.943851450415,21989.07069265307,18025.40852544384,29647.497889718332,24257.04372795136
STX-USD,2025-03-23,198167.45408295526,164981.6208276516,135853.77220101072,111153.08634628149,671521.1704418735,770837.2829795219,718356.9328142826,198167.45408295526,164981.6208276516,135853.77220101072,111153.08634628149,671521.1704418735,770837.2829795219
STX-USD,2025-04-12,1956505.8658685377,3500717.9594648154,5388214.251811892,9226418.777262498,12330972.3242307,16056091.068571776,14642036.699800767,1956505.8658685377,3500717.9594648154,5388214.251811892,9226418.777262498,12330972.3242307,16056091.068571776
SUN-USD,2021-08-12,965733837.3886299,859306242.7432139,834452374.2445252,821123405.2366843,774890972.104486,780126521.9750512,2604108074.5882516,965733837.3886299,859306242.7432139,834452374.2445252,821123405.2366843,774890972.104486,780126521.9750512
SUN-USD,2022-09-29,3854058111.6011267,3876021565.609155,3875525376.49203,3988083749.0800233,4083146422.2971416,3634244252.456473,8635696960.505842,3854058111.6011267,3876021565.609155,3875525376.49203,3988083749.0800233,4083146422.2971416,3634244252.456473
SUN-USD,2022-10-11,5404794494.546528,4812698598.75796,5791623497.355736,5435359438.196213,5613101057.331062,5767196952.035346,10064974792.158096,5404794494.546528,4812698598.75796,5791623497.355736,5435359438.196213,5613101057.331062,5767196952.035346
SUN-USD,2024-03-03,3935132771.053442,3906076561.5223517,3892475141.1891294,3914891747.8623657,4051392008.49942,5161718262.416977,5599695711.040817,3935132771.053442,3906076561.5223517,3892475141.1891294,3914891747.8623657,4051392008.49942,5161718262.416977
SUN-USD,2024-08-17,2084818456.2096868,2030160752.3929806,2910544417.4829106,3121031013.141762,2979633867.533845,2972701042.5468802,4483610187.030035,2084818456.2096868,2030160752.3929806,2910544417.4829106,3121031013.141762,2979633867.533845,2972701042.5468802
SUN-USD,2024-08-21,2979633867.533845,2972701042.5468802,4483610187.030035,6624524961.401426,8310213691.113911,9209797384.349203,9679841791.472397,2979633867.533845,2972701042.5468802,4483610187.030035,6624524961.401426,8310213691.113911,9209797384.349203
SUN-USD,2024-11-30,2788315861.7025323,2638151036.9604807,2512311218.1876044,2420232886.6289454,2359343401.342141,2518879724.8354473,3260096984.6943674,2788315861.7025323,2638151036.9604807,2512311218.1876044,2420232886.6289454,2359343401.342141,2518879724.8354473
SUSHI-USD,2020-11-10,56508151.21540129,53230564.68881406,50935982.41813533,49243301.9136375,52370118.30036561,52517870.44169235,59752093.01969653,56508151.21540129,53230564.68881406,50935982.41813533,49243301.9136375,52370118.30036561,52517870.44169235
SUSHI-USD,2020-11-18,88263560.9857839,101071936.72662297,101213079.28633818,99709995.40052897,111530459.29362713,115352082.6424571,110468099.59478885,88263560.9857839,101071936.72662297,101213079.28633818,99709995.40052897,111530459.29362713,115352082.6424571
SUSHI-USD,2020-11-28,104953117.90409966,112599294.08070816,113615838.23971292,103573022.65238628,92901133.71762592,89035463.64917132,111177918.29422024,104953117.90409966,112599294.08070816,113615838.23971292,103573022.65238628,92901133.71762592,89035463.64917132
SUSHI-USD,2020-12-11,100424528.77273026,97895807.31528464,91212954.4564929,88300876.71212092,82151853.83702517,79268751.32849981,76944020.36375932,100424528.77273026,97895807.31528464,91212954.4564929,88300876.71212092,82151853.83702517,79268751.32849981
SUSHI-USD,2020-12-29,88172434.28004919,89478017.23909274,90627409.26167884,87719278.73371807,86264708.69937381,86238076.71436392,92059408.49247563,88172434.28004919,89478017.23909274,90627409.26167884,87719278.73371807,86264708.69937381,86238076.71436392
SUSHI-USD,2021-01-11,113563096.43582752,114234122.35358314,109488019.78937992,113765654.51443258,114041518.44365515,113029586.49018644,111847758.76229632,113563096.43582752,114234122.35358314,109488019.78937992,113765654.51443258,114041518.44365515,113029586.49018644
SUSHI-USD,2021-01-21,106653708.32576858,103164201.79162696,100047875.72123377,103156420.09341845,100975769.27518171,96426278.72886588,94632394.18986702,106653708.32576858,103164201.79162696,100047875.72123377,103156420.09341845,100975769.27518171,96426278.72886588
SUSHI-USD,2021-01-27,94632394.18986702,101612516.8903988,107591871.74497005,108802343.65986408,108054943.18518814,105258234.86676922,102520569.1480607,94632394.18986702,101612516.8903988,107591871.74497005,108802343.65986408,108054943.18518814,105258234.86676922
SUSHI-USD,2021-01-31,108054943.18518814,105258234.86676922,102520569.1480607,107535777.13940997,105720746.25090337,102728039.71027246,97189524.39334574,108054943.18518814,105258234.86676922,102520569.1480607,107535777.13940997,105720746.25090337,102728039.71027246
SUSHI-USD,2021-04-24,42276021.30270934,45119366.476202406,47607355.87290169,43854950.99086,40785903.71107006,39131715.03660779,39832334.00670551,42276021.30270934,45119366.476202406,47607355.87290169,43854950.99086,40785903.71107006,39131715.03660779
SUSHI-USD,2021-05-15,58613564.09045994,61776339.37010646,62067267.51480669,62312527.913604446,59962005.68844935,61856676.60192625,68600258.5437536,58613564.09045994,61776339.37010646,62067267.51480669,62312527.913604446,59962005.68844935,61856676.60192625
SUSHI-USD,2021-05-23,95478795.61534745,95448509.82327591,94369384.93042356,111339796.35648137,109894646.66588882,106631721.349405,100707191.60614267,95478795.61534745,95448509.82327591,94369384.93042356,111339796.35648137,109894646.66588882,106631721.349405
SUSHI-USD,2021-07-20,30511417.437036224,30746329.786319032,31132488.553626914,31171543.421607763,31416239.241488885,35402497.90047136,37291444.94631838,30511417.437036224,30746329.786319032,31132488.553626914,31171543.421607763,31416239.241488885,35402497.90047136
SUSHI-USD,2021-09-13,32347304.57581995,29559016.90300754,29557909.922301352,31587420.800111227,33434157.970739495,38435907.94208379,45459315.91410373,32347304.57581995,29559016.90300754,29557909.922301352,31587420.800111227,33434157.970739495,38435907.94208379
SUSHI-USD,2021-12-20,54238302.149115115,52057449.01974617,48133122.137562335,44534076.4793794,42734219.87687859,45236039.24357428,54645126.48407547,54238302.149115115,52057449.01974617,48133122.137562335,44534076.4793794,42734219.87687859,45236039.24357428
SUSHI-USD,2022-06-18,100916645.74357754,95867578.61464527,89629939.9494842,91197910.63710429,89722647.07639891,91816107.79149702,91722915.49190907,100916645.74357754,95867578.61464527,89629939.9494842,91197910.63710429,89722647.07639891,91816107.79149702
SUSHI-USD,2023-10-29,30462069.72001414,29349064.816621874,27419935.72898947,25668045.19384539,25795857.692790344,43938330.646719694,77002301.61586756,30462069.72001414,29349064.816621874,27419935.72898947,25668045.19384539,25795857.692790344,43938330.646719694
SUSHI-USD,2024-02-21,29020754.433353145,29918984.075239383,34684764.70053149,33927748.30698167,42719090.61514244,61577483.39417699,91507793.98384961,29020754.433353145,29918984.075239383,34684764.70053149,33927748.30698167,42719090.61514244,61577483.39417699
SUSHI-USD,2024-11-20,77174514.02850577,77690801.43656206,80052746.22429849,78622695.87751225,79280732.09155151,78989229.37402113,141253983.77208757,77174514.02850577,77690801.43656206,80052746.22429849,78622695.87751225,79280732.09155151,78989229.37402113
SUSHI-USD,2024-12-05,109527300.10204583,111110431.72374994,117933221.93805388,116607732.7876797,130801450.35233885,149126363.81880528,195944425.0906111,109527300.10204583,111110431.72374994,117933221.93805388,116607732.7876797,130801450.35233885,149126363.81880528
SUSHI-USD,2024-12-31,85210640.21311653,78937658.74646817,76754260.86996476,74198865.12640181,69333338.4332283,66766615.072680585,76754343.30948082,85210640.21311653,78937658.74646817,76754260.86996476,74198865.12640181,69333338.4332283,66766615.072680585
SUSHI-USD,2025-05-07,43852825.18986349,43213428.14871991,42839371.01242554,42078608.157904476,47068068.35844675,54545328.892823726,58772877.132524565,43852825.18986349,43213428.14871991,42839371.01242554,42078608.157904476,47068068.35844675,54545328.892823726
SWFTC-USD,2020-03-16,4609463247.3857,4369138190.831715,4073871996.0941086,4017551435.8362565,4740197549.500132,5398176874.799617,6080004041.852038,4609463247.3857,4369138190.831715,4073871996.0941086,4017551435.8362565,4740197549.500132,5398176874.799617
SWFTC-USD,2020-04-24,12353950968.074364,12682270825.108288,13019240179.091612,12841570531.143473,12334002413.608913,12355400413.384232,12235084947.690125,12353950968.074364,12682270825.108288,13019240179.091612,12841570531.143473,12334002413.608913,12355400413.384232
SWFTC-USD,2020-08-17,5378009492.96507,5542640523.100321,5513681862.029579,5654785814.368234,5058565075.495935,4967903663.585274,5059010673.965219,5378009492.96507,5542640523.100321,5513681862.029579,5654785814.368234,5058565075.495935,4967903663.585274
SWFTC-USD,2020-08-24,5139805454.475879,5101760849.118589,4785509784.419966,4518300412.451909,4534785610.233046,4834576114.691208,5019857481.090617,5139805454.475879,5101760849.118589,4785509784.419966,4518300412.451909,4534785610.233046,4834576114.691208
SWFTC-USD,2021-01-25,5185815191.020861,4993348712.619731,4802110994.975833,4686282364.926924,4592918954.655257,4549834080.39969,6866864825.262249,5185815191.020861,4993348712.619731,4802110994.975833,4686282364.926924,4592918954.655257,4549834080.39969
SWFTC-USD,2021-01-30,4549834080.39969,6866864825.262249,11772694908.347807,11155802100.86298,10485486329.812439,10465867488.65854,9581793773.895844,4549834080.39969,6866864825.262249,11772694908.347807,11155802100.86298,10485486329.812439,10465867488.65854
SWFTC-USD,2021-03-10,3341390921.401841,3305477021.9506598,3209795720.535374,3179686457.7647324,3128241325.2504354,3998654118.0646973,4714685368.593739,3341390921.401841,3305477021.9506598,3209795720.535374,3179686457.7647324,3128241325.2504354,3998654118.0646973
SWFTC-USD,2021-03-21,4876042170.929927,4687016676.910119,4623389216.520411,4607168625.4586115,4413483289.814697,4635875926.050764,6226291064.690045,4876042170.929927,4687016676.910119,4623389216.520411,4607168625.4586115,4413483289.814697,4635875926.050764
SWFTC-USD,2021-04-08,4269505357.89408,4447142140.307496,4505965549.579571,4292532324.1172194,4130889316.9336247,3945227166.401591,4243278665.584544,4269505357.89408,4447142140.307496,4505965549.579571,4292532324.1172194,4130889316.9336247,3945227166.401591
SWFTC-USD,2021-08-02,2481756950.08927,2484923290.4317713,2645062009.3675523,2672148613.799942,2774389524.4377823,4090688922.433955,4516869932.078259,2481756950.08927,2484923290.4317713,2645062009.3675523,2672148613.799942,2774389524.4377823,4090688922.433955
SWFTC-USD,2021-11-08,2122764873.862506,2265352972.1773252,2152334830.0333366,2000026219.33731,1961452052.9193628,2877273373.6626167,2967982337.3203096,2122764873.862506,2265352972.1773252,2152334830.0333366,2000026219.33731,1961452052.9193628,2877273373.6626167
SWFTC-USD,2022-02-01,1899725382.3402264,1755091381.5057247,1700018080.2766788,1655495499.1197639,1606951415.0315177,1548358169.7136872,1944369059.3672757,1899725382.3402264,1755091381.5057247,1700018080.2766788,1655495499.1197639,1606951415.0315177,1548358169.7136872
SWFTC-USD,2022-02-25,3694040585.847849,3522182740.72598,3566574872.053681,3516001788.0080204,3490866849.014467,4312944984.969476,4178533247.0452027,3694040585.847849,3522182740.72598,3566574872.053681,3516001788.0080204,3490866849.014467,4312944984.969476
SWFTC-USD,2022-04-09,1392225838.4823804,1403429449.3242755,1397546545.4482145,1329747012.199307,1275128412.146245,1345526862.3923578,1945121054.7665854,1392225838.4823804,1403429449.3242755,1397546545.4482145,1329747012.199307,1275128412.146245,1345526862.3923578
SWFTC-USD,2022-05-12,2582641426.756162,2600643651.216193,2940856575.884256,3499855676.871464,3547861811.4218893,3416518994.072236,3280977587.796281,2582641426.756162,2600643651.216193,2940856575.884256,3499855676.871464,3547861811.4218893,3416518994.072236
SWFTC-USD,2022-06-13,986474603.5774567,969060985.3651719,975284615.84618,1079219723.5376568,1261264681.2936587,1483092760.1313007,2463082418.2177505,986474603.5774567,969060985.3651719,975284615.84618,1079219723.5376568,1261264681.2936587,1483092760.1313007
SWFTC-USD,2022-06-18,1483092760.1313007,2463082418.2177505,2400513044.9890165,2306043718.4227076,2149183514.3157988,2020801733.673345,1977541901.0402865,1483092760.1313007,2463082418.2177505,2400513044.9890165,2306043718.4227076,2149183514.3157988,2020801733.673345
SWFTC-USD,2022-06-22,2149183514.3157988,2020801733.673345,1977541901.0402865,1851643587.864532,1947668556.8401184,2050283646.8326695,1961198573.7788494,2149183514.3157988,2020801733.673345,1977541901.0402865,1851643587.864532,1947668556.8401184,2050283646.8326695
SWFTC-USD,2022-07-17,1946959695.0496812,1858187379.6842585,1760543334.1887321,1643318412.8014688,1561777592.2127728,1512969839.2775586,1908418756.8801408,1946959695.0496812,1858187379.6842585,1760543334.1887321,1643318412.8014688,1561777592.2127728,1512969839.2775586
SWFTC-USD,2023-05-10,1766155733.2971425,1800548714.6785352,1798560498.1120076,1826691895.721346,1848093884.5070477,1896134317.468265,2943434313.23018,1766155733.2971425,1800548714.6785352,1798560498.1120076,1826691895.721346,1848093884.5070477,1896134317.468265
SWFTC-USD,2023-06-10,1464932843.1348643,1549043947.9176087,1780159780.2482421,1752849663.5687191,1837986920.8417985,1927776173.6219244,1866464787.9491768,1464932843.1348643,1549043947.9176087,1780159780.2482421,1752849663.5687191,1837986920.8417985,1927776173.6219244
SWFTC-USD,2023-11-17,1742167951.552635,1755303909.229596,1784832550.3610606,1868369574.3106632,1866006246.1642897,1827713304.3540723,2136235846.8459892,1742167951.552635,1755303909.229596,1784832550.3610606,1868369574.3106632,1866006246.1642897,1827713304.3540723
SWFTC-USD,2023-12-24,1870426348.5221243,1893379976.1435852,1852536083.2484384,1842356035.2509556,1818048630.8832905,1810068338.28278,2880162338.845808,1870426348.5221243,1893379976.1435852,1852536083.2484384,1842356035.2509556,1818048630.8832905,1810068338.28278
SWFTC-USD,2024-02-02,1429988397.7030733,1429066613.0569332,1443605386.3653152,1433685247.3598487,1403598523.6633382,1319237428.7887175,1859746933.461439,1429988397.7030733,1429066613.0569332,1443605386.3653152,1433685247.3598487,1403598523.6633382,1319237428.7887175
SWFTC-USD,2024-02-08,1859746933.461439,2305108690.398352,2208614967.550803,2043503455.0915675,1974101938.4025574,2486719655.7542906,3142243892.121855,1859746933.461439,2305108690.398352,2208614967.550803,2043503455.0915675,1974101938.4025574,2486719655.7542906
SWFTC-USD,2024-03-02,1677721981.1482816,1682864490.06734,1648606296.3362584,1624080834.9535487,1760017285.089673,1799116726.2599976,3978332023.0291004,1677721981.1482816,1682864490.06734,1648606296.3362584,1624080834.9535487,1760017285.089673,1799116726.2599976
SWFTC-USD,2024-11-25,835897712.213671,825324644.6306072,823818365.2616816,842090528.475604,944739446.6910837,886077726.4287196,1202278587.5182133,835897712.213671,825324644.6306072,823818365.2616816,842090528.475604,944739446.6910837,886077726.4287196
SWFTC-USD,2024-11-30,886077726.4287196,1202278587.5182133,1268093351.341928,1248521887.4336994,1143864902.9902165,1092809494.1691353,1690511107.789136,886077726.4287196,1202278587.5182133,1268093351.341928,1248521887.4336994,1143864902.9902165,1092809494.1691353
SWFTC-USD,2025-01-14,412032767.4799692,474565672.57843155,517822060.6800761,496383021.8614536,475677346.67070276,493224249.2947807,780665675.5025127,412032767.4799692,474565672.57843155,517822060.6800761,496383021.8614536,475677346.67070276,493224249.2947807
SWFTC-USD,2025-01-21,1211438773.0698872,1190789056.630089,1202734238.0052474,1381007566.0285268,1270494860.368055,1229188250.9401236,2569954719.2880707,1211438773.0698872,1190789056.630089,1202734238.0052474,1381007566.0285268,1270494860.368055,1229188250.9401236
SWFTC-USD,2025-01-25,1270494860.368055,1229188250.9401236,2569954719.2880707,2907165449.27352,4095471197.3790655,5179278786.41007,4975659376.125826,1270494860.368055,1229188250.9401236,2569954719.2880707,2907165449.27352,4095471197.3790655,5179278786.41007
SWFTC-USD,2025-01-29,4095471197.3790655,5179278786.41007,4975659376.125826,4572544941.356984,4087700881.449218,4878974330.443559,5328037331.839093,4095471197.3790655,5179278786.41007,4975659376.125826,4572544941.356984,4087700881.449218,4878974330.443559
SWFTC-USD,2025-04-08,210260913.4754761,212959650.22409436,248276794.469783,265159337.50076848,318446126.21182704,536839352.52706695,1066900389.9965324,210260913.4754761,212959650.22409436,248276794.469783,265159337.50076848,318446126.21182704,536839352.52706695
SWFTC-USD,2025-05-06,386579790.4522791,346247483.48577887,306494915.9991989,283403286.02520126,271392766.34311604,276893443.4624156,395165483.7591099,386579790.4522791,346247483.48577887,306494915.9991989,283403286.02520126,271392766.34311604,276893443.4624156
SXP-USD,2020-03-16,15536213.152298987,15027091.008387778,15084794.94790157,17073214.67096003,16379103.892348258,15368108.889311902,19190822.996033203,15536213.152298987,15027091.008387778,15084794.94790157,17073214.67096003,16379103.892348258,15368108.889311902
SXP-USD,2020-03-20,16379103.892348258,15368108.889311902,19190822.996033203,30887691.08891294,31991788.10676383,35361432.126293905,33783411.950695634,16379103.892348258,15368108.889311902,19190822.996033203,30887691.08891294,31991788.10676383,35361432.126293905
SXP-USD,2020-03-30,24661901.478215717,23160616.132141806,20943193.891710542,19408607.83459718,17754550.328953158,16843993.17269911,21958721.203962144,24661901.478215717,23160616.132141806,20943193.891710542,19408607.83459718,17754550.328953158,16843993.17269911
